Date,signal,short_mav,long_mav,positions
2019-06-18,1.0,413.7786239624023,386.74435768127444,0.0
2019-06-19,1.0,414.74767608642577,387.70169868469236,0.0
2019-06-20,1.0,416.13097991943357,388.86863174438474,0.0
2019-06-21,1.0,417.1148284912109,389.9480293273926,0.0
2019-06-24,1.0,417.0014022827148,390.9867416381836,0.0
2019-06-25,1.0,416.91016540527346,392.0020290374756,0.0
2019-06-26,1.0,417.1246871948242,393.06971435546876,0.0
2019-06-27,1.0,417.99510955810547,394.1219882965088,0.0
2019-06-28,1.0,418.5326522827148,395.2180305480957,0.0
2019-07-01,1.0,419.2871810913086,396.3701690673828,0.0
2019-07-02,1.0,419.97020416259767,397.437854385376,0.0
2019-07-03,1.0,420.8011749267578,398.4451282501221,0.0
2019-07-04,1.0,422.0168090820313,399.3445240020752,0.0
2019-07-05,1.0,422.9907943725586,400.1385074615479,0.0
2019-07-08,1.0,423.4740905761719,400.8178314208984,0.0
2019-07-09,1.0,423.82669830322266,401.5316761016846,0.0
2019-07-10,1.0,424.4628707885742,402.210383605957,0.0
2019-07-11,1.0,424.805615234375,402.68319778442384,0.0
2019-07-12,1.0,425.2642486572266,403.11655921936034,0.0
2019-07-15,1.0,425.66370391845703,403.54067459106443,0.0
2019-07-16,1.0,425.78452758789064,403.901912689209,0.0
2019-07-17,1.0,426.0261764526367,404.23047866821287,0.0
2019-07-18,1.0,425.29877014160155,404.480139541626,0.0
2019-07-19,1.0,424.2877960205078,404.6946624755859,0.0
2019-07-22,1.0,423.45215759277346,404.9499370574951,0.0
2019-07-23,1.0,422.4812530517578,405.32550659179685,0.0
2019-07-24,1.0,421.0928009033203,405.5276470184326,0.0
2019-07-25,1.0,419.6156982421875,405.7470775604248,0.0
2019-07-26,1.0,418.66296844482423,405.9595176696777,0.0
2019-07-29,1.0,418.290510559082,406.36880683898926,0.0
2019-07-30,1.0,417.8307846069336,406.7421012878418,0.0
2019-07-31,1.0,417.3733444213867,407.1683650970459,0.0
2019-08-01,1.0,416.52942047119143,407.5423923492432,0.0
2019-08-02,1.0,415.3584609985352,407.81431770324707,0.0
2019-08-05,1.0,414.3088745117187,408.03028373718263,0.0
2019-08-06,1.0,413.50769805908203,408.2165019989014,0.0
2019-08-07,1.0,412.496484375,408.41616973876955,0.0
2019-08-08,1.0,411.99713439941405,408.7413387298584,0.0
2019-08-09,1.0,411.7580795288086,409.0816482543945,0.0
2019-08-13,1.0,411.2626617431641,409.3221134185791,0.0
2019-08-14,1.0,411.00319213867186,409.4742347717285,0.0
2019-08-16,1.0,410.8205596923828,409.67885398864746,0.0
2019-08-19,1.0,411.1568145751953,410.06066131591797,0.0
2019-08-20,1.0,411.5827392578125,410.33728103637696,0.0
2019-08-21,1.0,411.65955352783203,410.4971004486084,0.0
2019-08-22,1.0,411.0227508544922,410.5667549133301,0.0
2019-08-23,0.0,410.37355651855466,410.4450874328613,-1.0
2019-08-26,0.0,410.50488128662107,410.52104568481445,0.0
2019-08-27,0.0,410.6461181640625,410.83043975830077,0.0
2019-08-28,0.0,409.83338928222656,410.9927791595459,0.0
2019-08-29,0.0,408.79517669677733,411.0553554534912,0.0
2019-08-30,0.0,408.05430297851564,411.36544303894044,0.0
2019-09-03,0.0,406.8203430175781,411.5117347717285,0.0
2019-09-04,0.0,406.17115173339846,411.73417205810546,0.0
2019-09-05,0.0,405.4947036743164,411.8056838989258,0.0
2019-09-06,0.0,404.5580825805664,412.0148052215576,0.0
2019-09-09,0.0,403.91632690429685,412.22417373657225,0.0
2019-09-11,0.0,402.9351058959961,412.4643127441406,0.0
2019-09-12,0.0,402.0703430175781,412.7376117706299,0.0
2019-09-13,0.0,402.2264465332031,413.0547061920166,0.0
2019-09-16,0.0,401.9712280273437,413.13439292907714,0.0
2019-09-17,0.0,401.06434020996096,413.16468811035156,0.0
2019-09-18,0.0,399.87250366210935,413.11476707458496,0.0
2019-09-19,0.0,398.3709381103516,412.8390754699707,0.0
2019-09-20,0.0,398.64102325439455,412.6885341644287,0.0
2019-09-23,0.0,400.9800964355469,412.84856643676756,0.0
2019-09-24,0.0,403.23492431640625,412.9564922332764,0.0
2019-09-25,0.0,404.35242767333983,413.1170291900635,0.0
2019-09-26,0.0,406.00514221191406,413.4617202758789,0.0
2019-09-27,0.0,407.8015701293945,413.8031627655029,0.0
2019-09-30,0.0,409.25358123779296,413.9624366760254,0.0
2019-10-01,0.0,409.9944549560547,414.0558193206787,0.0
2019-10-03,0.0,411.7363708496094,414.27573585510254,0.0
2019-10-04,0.0,412.5490982055664,414.2673763275146,0.0
2019-10-07,0.0,413.8920837402344,414.2924381256104,0.0
2019-10-09,1.0,416.1394790649414,414.50798950195315,1.0
2019-10-10,1.0,417.539453125,414.60378379821776,0.0
2019-10-11,1.0,419.2219009399414,414.7399391174316,0.0
2019-10-14,1.0,420.517805480957,414.9026191711426,0.0
2019-10-15,1.0,421.4321258544922,415.1462345123291,0.0
2019-10-16,1.0,422.579362487793,415.3345775604248,0.0
2019-10-17,1.0,424.5591506958008,415.6175567626953,0.0
2019-10-18,1.0,426.4646026611328,415.69817276000975,0.0
2019-10-22,1.0,429.6634826660156,415.9762390136719,0.0
2019-10-23,1.0,431.52681121826174,416.3198863983154,0.0
2019-10-24,1.0,431.94556427001953,416.6074161529541,0.0
2019-10-25,1.0,433.3430633544922,417.01108627319337,0.0
2019-10-27,1.0,435.09488983154296,417.39197425842286,0.0
2019-10-29,1.0,436.356103515625,417.91758308410647,0.0
2019-10-30,1.0,437.4438720703125,418.3423355102539,0.0
2019-10-31,1.0,438.8983581542969,418.6944751739502,0.0
2019-11-01,1.0,440.7641632080078,419.0465663909912,0.0
2019-11-04,1.0,442.90501098632814,419.49778633117677,0.0
2019-11-05,1.0,445.6033706665039,419.920520401001,0.0
2019-11-06,1.0,448.8047302246094,420.62509803771974,0.0
2019-11-07,1.0,450.87867279052733,421.2709831237793,0.0
2019-11-08,1.0,454.1370223999023,422.0223217010498,0.0
2019-11-11,1.0,457.5192626953125,422.918350982666,0.0
2019-11-13,1.0,460.3390350341797,423.6713157653809,0.0
2019-11-14,1.0,463.6494171142578,424.6426628112793,0.0
2019-11-15,1.0,466.8483001708984,425.6005207061768,0.0
2019-11-18,1.0,469.71019592285154,426.53856163024903,0.0
2019-11-19,1.0,472.47050018310546,427.49110527038573,0.0
2019-11-20,1.0,474.64355926513673,428.5651798248291,0.0
2019-11-21,1.0,476.7819290161133,429.6523292541504,0.0
2019-11-22,1.0,478.86578674316405,430.70354957580565,0.0
2019-11-25,1.0,480.2880615234375,431.80990142822264,0.0
2019-11-26,1.0,482.3273178100586,433.06987915039065,0.0
2019-11-27,1.0,483.71986083984376,434.18180618286135,0.0
2019-11-28,1.0,486.0985824584961,435.2943534851074,0.0
2019-11-29,1.0,488.5541137695312,436.3753074645996,0.0
2019-12-02,1.0,490.9650451660156,437.4444915771484,0.0
2019-12-03,1.0,492.89031982421875,438.58801116943357,0.0
2019-12-04,1.0,495.9083190917969,440.05798492431643,0.0
2019-12-05,1.0,498.2573013305664,441.61220474243163,0.0
2019-12-06,1.0,500.54929809570314,443.0313831329346,0.0
2019-12-09,1.0,502.38536834716797,444.4945426940918,0.0
2019-12-10,1.0,503.9662261962891,445.91062393188474,0.0
2019-12-11,1.0,506.3350326538086,447.31555404663084,0.0
2019-12-12,1.0,508.1537582397461,448.8654369354248,0.0
2019-12-13,1.0,509.9972640991211,450.3490386962891,0.0
2019-12-16,1.0,512.0241302490234,451.8394542694092,0.0
2019-12-17,1.0,514.3855087280274,453.29827880859375,0.0
2019-12-18,1.0,516.6849380493164,454.8407295227051,0.0
2019-12-19,1.0,518.7638381958008,456.42840042114256,0.0
2019-12-20,1.0,521.2069793701172,458.24960670471194,0.0
2019-12-23,1.0,523.3626907348632,460.0571849822998,0.0
2019-12-24,1.0,524.8692092895508,461.66096115112305,0.0
2019-12-26,1.0,526.5169677734375,463.1495185852051,0.0
2019-12-27,1.0,528.0160522460938,464.8400192260742,0.0
2019-12-30,1.0,529.5696533203125,466.5689266204834,0.0
2019-12-31,1.0,530.9572402954102,468.1702259063721,0.0
2020-01-01,1.0,532.3150939941406,469.9616989135742,0.0
2020-01-02,1.0,532.8775604248046,471.73458709716795,0.0
2020-01-03,1.0,533.4102935791016,473.59110221862795,0.0
2020-01-06,1.0,533.4548950195312,475.2555862426758,0.0
2020-01-07,1.0,533.2764923095704,476.83458404541017,0.0
2020-01-08,1.0,533.1402099609375,478.4618999481201,0.0
2020-01-09,1.0,533.7720581054688,480.2409828186035,0.0
2020-01-10,1.0,534.0148895263671,481.8125476837158,0.0
2020-01-13,1.0,534.0917022705078,483.37915725708007,0.0
2020-01-14,1.0,534.0099334716797,485.07585258483886,0.0
2020-01-15,1.0,533.7348876953125,486.76387481689454,0.0
2020-01-16,1.0,533.5242736816406,488.62906341552736,0.0
2020-01-17,1.0,533.1203857421875,490.0482410430908,0.0
2020-01-20,1.0,532.5628723144531,491.1453006744385,0.0
2020-01-21,1.0,532.0549194335938,492.2621837615967,0.0
2020-01-22,1.0,531.1505126953125,493.3604824066162,0.0
2020-01-23,1.0,530.6029113769531,494.29896087646483,0.0
2020-01-24,1.0,529.8323059082031,495.34770317077636,0.0
2020-01-27,1.0,529.500277709961,496.6306007385254,0.0
2020-01-28,1.0,528.97001953125,497.9141170501709,0.0
2020-01-29,1.0,528.4670166015625,499.1443603515625,0.0
2020-01-30,1.0,528.0507415771484,500.60999794006347,0.0
2020-01-31,1.0,527.396597290039,501.9672306060791,0.0
2020-02-03,1.0,526.8935974121093,502.94411582946776,0.0
2020-02-04,1.0,527.2850952148438,504.27099456787107,0.0
2020-02-05,1.0,527.9367645263671,505.64061584472654,0.0
2020-02-06,1.0,527.7038482666015,507.03749351501466,0.0
2020-02-07,1.0,527.5155334472656,508.3333995819092,0.0
2020-02-10,1.0,527.2850952148438,509.5555904388428,0.0
2020-02-11,1.0,527.3916412353516,510.7839752197266,0.0
2020-02-12,1.0,528.0705688476562,512.1653663635254,0.0
2020-02-13,1.0,528.2613586425781,513.278532409668,0.0
2020-02-14,1.0,528.9427612304687,514.4022285461426,0.0
2020-02-17,1.0,529.2772705078125,515.4782272338867,0.0
2020-02-18,1.0,529.7802703857421,516.3714855194091,0.0
2020-02-19,1.0,530.8680389404296,517.3037696838379,0.0
2020-02-20,1.0,531.8244812011719,518.1660552978516,0.0
2020-02-24,1.0,531.626254272461,518.8932987213135,0.0
2020-02-25,1.0,531.3140472412109,519.734523010254,0.0
2020-02-26,1.0,531.0910430908203,520.495837020874,0.0
2020-02-27,1.0,530.5335311889648,521.0514904022217,0.0
2020-02-28,1.0,528.8015274047851,521.4095371246337,0.0
2020-03-02,1.0,527.8326934814453,521.7242214202881,0.0
2020-03-03,1.0,527.7930465698242,522.172709274292,0.0
2020-03-04,1.0,526.6804992675782,522.4068637847901,0.0
2020-03-05,1.0,524.9658401489257,522.5022602081299,0.0
2020-03-06,0.0,522.2278366088867,522.5096939086914,-1.0
2020-03-09,0.0,518.3277282714844,522.0029773712158,0.0
2020-03-11,0.0,514.9430099487305,521.5792678833008,0.0
2020-03-12,0.0,509.2886001586914,520.6785762786865,0.0
2020-03-13,0.0,504.22886810302737,520.1049583435058,0.0
2020-03-16,0.0,497.3850952148438,518.9639163970947,0.0
2020-03-17,0.0,488.5367599487305,517.3409362792969,0.0
2020-03-18,0.0,479.2919692993164,515.5847728729248,0.0
2020-03-19,0.0,469.2493148803711,513.6117988586426,0.0
2020-03-20,0.0,459.38258972167966,511.5675876617432,0.0
2020-03-23,0.0,446.3491943359375,508.823388671875,0.0
2020-03-24,0.0,434.7851531982422,506.06494140625,0.0
2020-03-25,0.0,424.17755432128905,503.64038314819334,0.0
2020-03-26,0.0,414.5908233642578,501.4022815704346,0.0
2020-03-27,0.0,405.89363555908204,499.3023193359375,0.0
2020-03-30,0.0,396.78264770507815,496.6281192779541,0.0
2020-03-31,0.0,387.74599609375,494.096395111084,0.0
2020-04-01,0.0,377.65626525878906,491.4494510650635,0.0
2020-04-03,0.0,366.6695587158203,488.4779113769531,0.0
2020-04-07,0.0,357.82865447998046,485.9678672790527,0.0
2020-04-08,0.0,349.5328735351562,483.30915412902834,0.0
2020-04-09,0.0,343.8313842773438,480.92238388061526,0.0
2020-04-13,0.0,337.1412384033203,478.36526145935056,0.0
2020-04-15,0.0,332.2698211669922,475.7399990081787,0.0
2020-04-16,0.0,327.056462097168,473.272696685791,0.0
2020-04-17,0.0,325.70108795166016,471.21795387268065,0.0
2020-04-20,0.0,325.4062255859375,469.0015331268311,0.0
2020-04-21,0.0,324.2565124511719,466.3471561431885,0.0
2020-04-22,0.0,324.12766723632814,463.8030429840088,0.0
2020-04-23,0.0,324.48695220947263,461.4720233917236,0.0
2020-04-24,0.0,327.0069076538086,458.94587364196775,0.0
2020-04-27,0.0,329.55411834716796,456.44945793151857,0.0
2020-04-28,0.0,331.68257598876954,454.1686138153076,0.0
2020-04-29,0.0,333.6747528076172,452.0816596984863,0.0
2020-04-30,0.0,335.67188415527346,450.1415168762207,0.0
2020-05-04,0.0,336.89345397949216,447.63209266662597,0.0
2020-05-05,0.0,337.24530639648435,445.0551483154297,0.0
2020-05-06,0.0,338.74439392089846,442.7718257904053,0.0
2020-05-07,0.0,341.22718353271483,440.46558418273924,0.0
2020-05-08,0.0,341.8020416259766,438.1333251953125,0.0
2020-05-11,0.0,341.86150817871095,435.33151664733884,0.0
2020-05-12,0.0,340.79603881835936,432.61767120361327,0.0
2020-05-13,0.0,341.1627563476562,430.1330249786377,0.0
2020-05-14,0.0,341.1652328491211,427.52882385253906,0.0
2020-05-15,0.0,340.2087921142578,424.8911727905273,0.0
2020-05-18,0.0,336.3904541015625,421.9344989776611,0.0
2020-05-19,0.0,333.36749877929685,419.0633113861084,0.0
2020-05-20,0.0,332.0691146850586,416.22371673583984,0.0
2020-05-21,0.0,330.50560150146487,413.41571350097655,0.0
2020-05-22,0.0,327.4380447387695,410.5439064025879,0.0
2020-05-26,0.0,325.34923400878904,407.63245429992674,0.0
2020-05-27,0.0,323.9096145629883,404.96878509521486,0.0
2020-05-28,0.0,322.2742462158203,402.3621059417725,0.0
2020-05-29,0.0,320.3663162231445,399.93073387145995,0.0
2020-06-01,0.0,318.3394500732422,397.6096252441406,0.0
2020-06-02,0.0,318.85236206054685,395.3324977874756,0.0
2020-06-03,0.0,320.14083404541014,393.24120750427244,0.0
2020-06-04,0.0,320.4604751586914,391.1635452270508,0.0
2020-06-05,0.0,321.4739074707031,389.0127872467041,0.0
2020-06-08,0.0,322.569108581543,386.79141120910646,0.0
2020-06-09,0.0,323.97651824951174,384.3996841430664,0.0
2020-06-10,0.0,325.5524185180664,382.12689247131345,0.0
2020-06-11,0.0,325.71100158691405,379.7395015716553,0.0
2020-06-12,0.0,326.5435531616211,377.31680183410646,0.0
2020-06-15,0.0,326.95982818603517,374.61348762512205,0.0
2020-06-16,0.0,329.1626220703125,372.1598148345947,0.0
2020-06-17,0.0,331.2266571044922,369.63428535461424,0.0
2020-06-18,0.0,333.5236068725586,367.2853008270264,0.0
2020-06-19,0.0,336.46726989746094,365.08746337890625,0.0
2020-06-22,0.0,340.2583526611328,362.8914848327637,0.0
2020-06-23,0.0,344.3938522338867,360.7747970581055,0.0
2020-06-24,0.0,345.8433837890625,358.52306747436523,0.0
2020-06-25,0.0,347.04017639160156,356.2936382293701,0.0
2020-06-26,0.0,347.89007263183595,354.13049125671387,0.0
2020-06-29,0.0,348.08086547851565,351.99645881652833,0.0
2020-06-30,0.0,348.23201446533204,350.1901195526123,0.0
2020-07-01,1.0,348.5888214111328,348.43023948669435,1.0
2020-07-02,1.0,349.33217163085936,346.54832649230957,0.0
2020-07-03,1.0,349.52048645019534,344.7227840423584,0.0
2020-07-06,1.0,349.62207794189453,342.95547065734866,0.0
2020-07-07,1.0,350.98488464355466,341.5889461517334,0.0
2020-07-08,1.0,351.7753158569336,340.4887893676758,0.0
2020-07-09,1.0,353.2174133300781,339.3081024169922,0.0
2020-07-10,1.0,354.0177536010742,338.49909019470215,0.0
2020-07-13,1.0,355.13277740478514,337.33946495056153,0.0
2020-07-14,1.0,355.2616226196289,336.628946685791,0.0
2020-07-15,1.0,355.4524154663086,336.3631992340088,0.0
2020-07-16,1.0,355.08817291259766,336.2343517303467,0.0
2020-07-17,1.0,354.59260711669924,336.4232864379883,0.0
2020-07-20,1.0,354.3671249389648,336.637618637085,0.0
2020-07-21,1.0,354.4984497070312,337.8121109008789,0.0
2020-07-22,1.0,356.1338195800781,338.86023406982423,0.0
2020-07-23,1.0,358.1780303955078,339.7937572479248,0.0
2020-07-24,1.0,359.7985321044922,340.4324184417725,0.0
2020-07-27,1.0,360.56170349121095,340.66347579956056,0.0
2020-07-28,1.0,360.5939147949219,341.14293632507326,0.0
2020-07-29,1.0,359.9496780395508,341.48115997314454,0.0
2020-07-30,1.0,359.06261444091797,341.8999137878418,0.0
2020-07-31,1.0,358.3589096069336,342.6451217651367,0.0
2020-08-03,1.0,357.4371566772461,342.85759620666505,0.0
2020-08-04,1.0,356.1957641601563,343.2546688079834,0.0
2020-08-05,1.0,355.3656890869141,343.3723655700684,0.0
2020-08-06,1.0,354.79083251953125,343.7205009460449,0.0
2020-08-07,1.0,354.6718978881836,344.099609375,0.0
2020-08-10,1.0,355.1649856567383,344.3665958404541,0.0
2020-08-11,1.0,356.2453216552734,344.26500511169434,0.0
2020-08-12,1.0,357.2884887695312,344.3337650299072,0.0
2020-08-13,1.0,358.4481140136719,344.7822521209717,0.0
2020-08-14,1.0,358.82474517822266,345.0975559234619,0.0
2020-08-17,1.0,358.6859878540039,345.1873775482178,0.0
2020-08-18,1.0,358.2275894165039,345.6172813415527,0.0
2020-08-19,1.0,357.8980377197266,345.94621391296386,0.0
2020-08-20,1.0,356.6839004516602,346.04408836364746,0.0
2020-08-21,1.0,356.15612030029297,346.0527603149414,0.0
2020-08-24,1.0,357.23893280029296,346.0552379608154,0.0
2020-08-25,1.0,358.93624725341795,346.6536346435547,0.0
2020-08-26,1.0,360.8342681884766,347.3784004211426,0.0
2020-08-27,1.0,363.17581939697266,348.0077701568604,0.0
2020-08-28,1.0,366.2929321289063,348.9115589141846,0.0
2020-08-31,1.0,368.83766479492186,349.61650199890136,0.0
2020-09-01,1.0,370.8174514770508,350.49365463256834,0.0
2020-09-02,1.0,372.80962829589845,351.3757629394531,0.0
2020-09-03,1.0,373.9989868164063,351.92955856323243,0.0
2020-09-04,1.0,374.7225112915039,352.4889289855957,0.0
2020-09-07,1.0,375.21064453125,353.11705894470214,0.0
2020-09-08,1.0,375.6244430541992,354.0735023498535,0.0
2020-09-09,1.0,375.66161041259767,354.90729293823244,0.0
2020-09-10,1.0,375.79293670654295,355.71320762634275,0.0
2020-09-11,1.0,376.2439025878906,356.53213119506836,0.0
2020-09-14,1.0,376.41735076904297,357.43220405578614,0.0
2020-09-15,1.0,376.5164627075195,358.40908851623533,0.0
2020-09-16,1.0,376.52885284423826,359.1010234832764,0.0
2020-09-17,1.0,376.59079895019534,359.6232265472412,0.0
2020-09-18,1.0,376.51150970458986,360.08905868530275,0.0
2020-09-21,1.0,375.0421569824219,360.2309146881104,0.0
2020-09-22,1.0,373.4588226318359,360.305249786377,0.0
2020-09-23,1.0,371.60044860839844,360.24330406188966,0.0
2020-09-24,1.0,368.8004974365234,360.09277572631834,0.0
2020-09-25,1.0,365.77506561279296,359.98684844970705,0.0
2020-09-28,1.0,364.2090759277344,360.02649383544923,0.0
2020-09-29,1.0,362.5291061401367,360.1318016052246,0.0
2020-09-30,1.0,360.66329803466795,360.1534828186035,0.0
2020-10-01,0.0,359.99180755615237,360.49976005554197,-1.0
2020-10-05,0.0,360.01906433105466,360.8578067779541,0.0
2020-10-06,0.0,360.37587280273436,361.47107009887696,0.0
2020-10-07,0.0,360.7202911376953,361.9629196166992,0.0
2020-10-08,0.0,361.7064697265625,362.52724609375,0.0
2020-10-09,1.0,363.2328140258789,363.14050941467286,1.0
2020-10-12,1.0,364.8954391479492,363.63917350769043,0.0
2020-10-13,1.0,366.5085052490234,363.9947422027588,0.0
2020-10-14,1.0,368.2553771972656,364.3744697570801,0.0
2020-10-15,1.0,369.06314849853516,364.90596466064454,0.0
2020-10-16,1.0,370.4061340332031,365.4647159576416,0.0
2020-10-19,1.0,372.7625534057617,366.30717887878416,0.0
2020-10-20,1.0,375.92922058105466,367.19300346374513,0.0
2020-10-21,1.0,379.19500122070315,368.04599647521974,0.0
2020-10-22,1.0,382.2204330444336,368.65120697021484,0.0
2020-10-23,1.0,386.24691009521484,369.32146034240725,0.0
2020-10-26,1.0,389.0121704101563,369.8597694396973,0.0
2020-10-27,1.0,391.33885498046874,370.4556880950928,0.0
2020-10-28,1.0,393.27156219482424,370.703470993042,0.0
2020-10-29,1.0,395.50904388427733,371.08691482543946,0.0
2020-10-30,1.0,396.66866912841795,371.36257400512693,0.0
2020-11-02,1.0,398.8665054321289,372.0699947357178,0.0
2020-11-03,1.0,402.00096282958987,373.1881164550781,0.0
2020-11-04,1.0,404.696842956543,374.32172470092775,0.0
2020-11-05,1.0,407.22423095703124,375.47019996643064,0.0
2020-11-06,1.0,409.2709197998047,376.6861961364746,0.0
2020-11-09,1.0,412.1774169921875,378.0353759765625,0.0
2020-11-10,1.0,416.5185791015625,379.5326057434082,0.0
